Diện tích đất:,Hướng cửa chính:,Giấy tờ pháp lý:,Đặc điểm nhà/đất:,Loại hình đất:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng vệ sinh:,Loại hình nhà ở:,Tình trạng nội thất:,Diện tích sử dụng:,Tình trạng bất động sản:,Diện tích:,Loại hình căn hộ:,Tổng số tầng:,Tầng số:,Hướng ban công:,Đặc điểm căn hộ:,Loại hình văn phòng:,district,city,Phân khu/Lô/Block/Tháp,has_floor_number,Price (trieu VND),log_price
170.0,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,13.0,13.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,40.0,Đã bàn giao,103.0,Chung cư,1.0,26.0,Đông Bắc,Căn góc,Shophouse,thành phố tân an,long an,Không thuộc project/block,1,419.0,6.040254711277414
64.2,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,4.0,16.05,2.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,40.0,Đã bàn giao,103.0,Chung cư,1.0,26.0,Đông Bắc,Căn góc,Shophouse,quận 9,tp hồ chí minh,Không thuộc project/block,1,936.0,6.842683282238422
108.0,Tây,Đã có sổ,Nở hậu,Đất thổ cư,5.0,20.0,6.0,6.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,226.0,Đã bàn giao,103.0,Chung cư,2.0,26.0,Đông Bắc,Căn góc,Shophouse,quận 7,tp hồ chí minh,Không thuộc project/block,1,9500.0,9.15915233520675
42.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,11.0,5.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,226.0,Đã bàn giao,103.0,Chung cư,2.0,26.0,Đông Bắc,Căn góc,Shophouse,quận 11,tp hồ chí minh,Không thuộc project/block,1,6500.0,8.77971129020447
93.0,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.5,17.0,5.0,6.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,226.0,Đã bàn giao,103.0,Chung cư,5.0,26.0,Đông Bắc,Căn góc,Shophouse,quận bình tân,tp hồ chí minh,Không thuộc project/block,1,5000.0,8.517393171418904
40.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,17.0,46.0,3.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,226.0,Đã bàn giao,103.0,Chung cư,5.0,26.0,Đông Bắc,Căn góc,Shophouse,quận thanh khê,đà nẵng,Không thuộc project/block,1,3000.0,8.006700845440367
60.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,6.0,10.0,3.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Đã bàn giao,103.0,Chung cư,5.0,26.0,Đông Bắc,Căn góc,Shophouse,quận thủ đức,tp hồ chí minh,Không thuộc project/block,1,950.0,6.85751406254539
102.0,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,21.0,3.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Đã bàn giao,103.0,Chung cư,5.0,26.0,Đông Bắc,Căn góc,Shophouse,thành phố nha trang,khánh hòa,Không thuộc project/block,1,566.0,6.340359303727752
400.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,19.0,21.0,3.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Đã bàn giao,103.0,Chung cư,5.0,26.0,Đông Bắc,Căn góc,Shophouse,huyện châu đức,bà rịa - vũng tàu,Không thuộc project/block,1,1300.0,7.170888478512505
61.0,Đông,Đã có sổ,Nở hậu,Đất thổ cư,4.0,15.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,220.0,Chưa bàn giao,57.0,Chung cư,3.0,26.0,Đông Bắc,Căn góc,Shophouse,quận thủ đức,tp hồ chí minh,Không thuộc project/block,1,6600.0,8.79497643168877
26.0,Đông,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,5.0,5.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,50.0,Chưa bàn giao,57.0,Chung cư,3.0,26.0,Đông Bắc,Căn góc,Shophouse,quận thủ đức,tp hồ chí minh,Không thuộc project/block,1,1980.0,7.591357046698551
33.0,Đông,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,5.0,5.0,3.0,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,50.0,Chưa bàn giao,57.0,Chung cư,3.0,26.0,Đông Bắc,Căn góc,Shophouse,quận 12,tp hồ chí minh,Không thuộc project/block,1,1650.0,7.409136443920128
95.0,Đông,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,5.0,19.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,190.0,Chưa bàn giao,57.0,Chung cư,3.0,26.0,Đông Bắc,Căn góc,Shophouse,huyện bình chánh,tp hồ chí minh,Không thuộc project/block,1,1150.0,7.048386408721883
418.0,Đông,Đã có sổ,Mặt tiền,Đất thổ cư,11.0,38.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,190.0,Chưa bàn giao,57.0,Chung cư,3.0,26.0,Đông Bắc,Căn góc,Shophouse,huyện trảng bom,đồng nai,Không thuộc project/block,1,3100.0,8.03947991910045
108.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,9.0,12.0,4.0,4.0,Nhà biệt thự,Nội thất cao cấp,226.0,Chưa bàn giao,57.0,Chung cư,2.0,26.0,Đông Bắc,Căn góc,Shophouse,huyện hóc môn,tp hồ chí minh,KDC,1,5500.0,8.612685172875459
150.0,Tây Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,30.0,4.0,4.0,Nhà biệt thự,Nội thất cao cấp,226.0,Chưa bàn giao,57.0,Chung cư,2.0,26.0,Đông Bắc,Căn góc,Shophouse,thành phố thủ dầu một,bình dương,KDC,1,1650.0,7.409136443920128
100.0,Tây Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,20.0,4.0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,226.0,Chưa bàn giao,57.0,Chung cư,2.0,26.0,Đông Bắc,Căn góc,Shophouse,quận ngũ hành sơn,đà nẵng,KDC,1,2250.0,7.719129840906732
78.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,21.0,4.0,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,173.0,Chưa bàn giao,57.0,Chung cư,3.0,26.0,Đông Bắc,Căn góc,Shophouse,quận gò vấp,tp hồ chí minh,KDC,1,6950.0,8.846640813100485
44.0,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,13.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,90.0,Chưa bàn giao,57.0,Chung cư,3.0,26.0,Đông Bắc,Căn góc,Shophouse,quận bình tân,tp hồ chí minh,KDC,1,3200.0,8.071218539969863
68.0,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,4.0,15.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,135.0,Chưa bàn giao,57.0,Chung cư,3.0,26.0,Đông Bắc,Căn góc,Shophouse,huyện hóc môn,tp hồ chí minh,KDC,1,290.0,5.673323267171493
100.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,10.0,20.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Chưa bàn giao,57.0,Chung cư,3.0,26.0,Đông Bắc,Căn góc,Shophouse,quận cẩm lệ,đà nẵng,KDC,1,4700.0,8.45553053102413
100.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,10.0,20.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Chưa bàn giao,90.0,Chung cư,3.0,26.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,thị xã dĩ an,bình dương,KDC,1,7000.0,8.853808274977197
160.0,Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,32.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Chưa bàn giao,90.0,Chung cư,3.0,26.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,huyện củ chi,tp hồ chí minh,KDC,1,1500.0,7.313886831633462
52.0,Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,32.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Chưa bàn giao,90.0,Chung cư,3.0,26.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,quận 9,tp hồ chí minh,KDC,1,2300.0,7.741099090035366
90.0,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,18.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,300.0,Chưa bàn giao,90.0,Chung cư,3.0,26.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,quận tân bình,tp hồ chí minh,KDC,1,6500.0,8.77971129020447
90.0,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,18.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,300.0,Đã bàn giao,71.0,Chung cư,3.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,quận 6,tp hồ chí minh,KDC,1,2100.0,7.650168700845001
55.0,Đông Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,10.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,300.0,Đã bàn giao,71.0,Chung cư,3.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,huyện hoài đức,hà nội,Không thuộc project/block,1,3460.0,8.149312843635345
50.0,Đông,Đã có sổ,Nở hậu,Đất thổ cư,5.0,10.0,6.0,6.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,120.0,Đã bàn giao,71.0,Chung cư,3.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,quận thủ đức,tp hồ chí minh,Không thuộc project/block,1,3050.0,8.02322468471667
55.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,11.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,150.0,Đã bàn giao,71.0,Chung cư,5.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,quận thủ đức,tp hồ chí minh,Không thuộc project/block,1,1350.0,7.208600337960199
44.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,12.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,66.0,Đã bàn giao,71.0,Chung cư,5.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,quận bình tân,tp hồ chí minh,Không thuộc project/block,1,3150.0,8.055475141757274
30.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,12.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,66.0,Đã bàn giao,71.0,Chung cư,5.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,quận bình tân,tp hồ chí minh,Không thuộc project/block,1,1200.0,7.0909098220799835
80.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,16.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,66.0,Đã bàn giao,71.0,Chung cư,5.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,châu thành,hậu giang,Không thuộc project/block,1,650.0,6.478509642208569
38.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,16.0,3.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,66.0,Đã bàn giao,71.0,Chung cư,5.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,quận 12,tp hồ chí minh,Không thuộc project/block,1,2290.0,7.736743682453495
47.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,16.0,5.0,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,47.0,Đã bàn giao,71.0,Chung cư,5.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,quận cầu giấy,hà nội,Không thuộc project/block,1,4450.0,8.400884069015854
101.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.5,23.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Đã bàn giao,71.0,Chung cư,5.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,quận bình tân,tp hồ chí minh,Không thuộc project/block,1,650.0,6.478509642208569
50.0,Tây Bắc,Giấy tờ khác,Hẻm xe hơi,Đất nông nghiệp,4.0,12.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,100.0,Đã bàn giao,71.0,Chung cư,2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,thành phố đà lạt,lâm đồng,Không thuộc project/block,1,2650.0,7.8826922062890254
24.0,Đông,Giấy tờ khác,Hẻm xe hơi,Đất nông nghiệp,4.0,6.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,48.0,Đã bàn giao,71.0,Chung cư,2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,quận 7,tp hồ chí minh,Không thuộc project/block,1,1450.0,7.280008252884188
23.0,Đông,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,3.2,7.5,4.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,72.0,Đã bàn giao,71.0,Chung cư,3.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,quận 12,tp hồ chí minh,Không thuộc project/block,1,1790.0,7.490529402060711
100.0,Đông,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,20.0,4.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,72.0,Đã bàn giao,71.0,Chung cư,3.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,huyện đức hòa,long an,Không thuộc project/block,1,460.0,6.133398042996649
30.2,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,20.0,3.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,72.0,Đã bàn giao,71.0,Chung cư,3.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,quận hà đông,hà nội,Không thuộc project/block,1,2050.0,7.62608275807238
30.2,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,20.0,2.0,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,72.0,Đã bàn giao,58.0,Chung cư,3.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 2,tp hồ chí minh,A,1,1600.0,7.3783837129967145
50.0,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,4.0,12.5,2.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,75.0,Đã bàn giao,58.0,Chung cư,3.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận sơn trà,đà nẵng,A,1,2700.0,7.901377353792616
21.0,Nam,Đã có sổ,Mặt tiền,Đất thổ cư,35.0,5.0,2.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,36.0,Đã bàn giao,58.0,Chung cư,4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 8,tp hồ chí minh,A,1,1290.0,7.1631723908466425
40.0,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,10.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,80.0,Đã bàn giao,58.0,Chung cư,4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 12,tp hồ chí minh,A,1,950.0,6.85751406254539
105.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,21.0,6.0,6.0,"Nhà mặt phố, mặt tiền",Bàn giao thô,326.0,Đã bàn giao,58.0,Chung cư,4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận bình thuỷ,cần thơ,A,1,6200.0,8.732465848349879
33.0,Đông Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,3.0,11.0,2.0,2.0,"Nhà ngõ, hẻm",Bàn giao thô,33.0,Đã bàn giao,58.0,Chung cư,4.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 8,tp hồ chí minh,A,1,2100.0,7.650168700845001
110.3,Tây,Đã có sổ,Nở hậu,Đất thổ cư,4.46,25.7,4.0,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,278.9,Đã bàn giao,58.0,Chung cư,3.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,thành phố sóc trăng,sóc trăng,A,1,1750.0,7.467942332285852
135.0,Tây,Đã có sổ,Nở hậu,Đất thổ cư,5.0,27.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,278.9,Đã bàn giao,58.0,Chung cư,3.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện gò dầu,tây ninh,A,1,370.0,5.916202062607435
91.0,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,4.7,23.0,2.0,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,100.0,Đã bàn giao,58.0,Chung cư,3.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 9,tp hồ chí minh,A,1,3800.0,8.24301946898925
25.8,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,3.5,8.0,2.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,51.0,Đã bàn giao,58.0,Chung cư,2.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận tân bình,tp hồ chí minh,A,1,2500.0,7.824445930877619
24.0,Tây Bắc,Giấy tờ khác,Nở hậu,Đất thổ cư,4.0,6.0,2.0,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,50.0,Đã bàn giao,58.0,Chung cư,2.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 7,tp hồ chí minh,A,1,780.0,6.660575149839686
62.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,16.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,120.0,Đã bàn giao,58.0,Chung cư,2.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận tân bình,tp hồ chí minh,A,1,5750.0,8.657129031713755
62.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,16.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,120.0,Đã bàn giao,270.0,Chung cư,2.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận gò vấp,tp hồ chí minh,A,1,22000.0,9.99884318585288
300.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,16.0,10.0,6.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,120.0,Đã bàn giao,270.0,Chung cư,2.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,thị xã bến cát,bình dương,A,1,1700.0,7.438971592395862
300.0,Tây Nam,Đang chờ sổ,Nở hậu,Đất thổ cư,4.0,16.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,120.0,Đã bàn giao,71.0,Chung cư,2.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận bình thạnh,tp hồ chí minh,B,1,3100.0,8.03947991910045
65.5,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,13.1,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,65.5,Đã bàn giao,71.0,Chung cư,2.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 11,tp hồ chí minh,B,1,1650.0,7.409136443920128
300.0,Đông Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,13.1,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,65.5,Đã bàn giao,71.0,Chung cư,2.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,thị xã bến cát,bình dương,B,1,1200.0,7.0909098220799835
300.0,Đông Nam,Đang chờ sổ,Mặt tiền,Đất thổ cư,5.0,13.1,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,65.5,Đã bàn giao,66.0,Chung cư,2.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 7,tp hồ chí minh,B,1,2200.0,7.696667081526462
40.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,10.0,3.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Đã bàn giao,66.0,Chung cư,1.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 1,tp hồ chí minh,B,1,8000.0,8.987321812850125
57.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,14.0,7.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,210.0,Đã bàn giao,66.0,Chung cư,1.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận phú nhuận,tp hồ chí minh,B,1,15800.0,9.6678285081515
64.0,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,16.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,186.0,Đã bàn giao,40.0,Chung cư,3.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận hải châu,đà nẵng,B,1,5499.0,8.612503371220562
180.0,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,12.0,15.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,186.0,Đã bàn giao,400.0,Chung cư,3.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện hòa vang,đà nẵng,B,1,1600.0,7.3783837129967145
100.0,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,20.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,186.0,Đã bàn giao,400.0,Chung cư,3.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện long hồ,vĩnh long,B,1,680.0,6.523562306149512
59.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,44.0,14.0,4.0,5.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,186.0,Đã bàn giao,400.0,Chung cư,3.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận gò vấp,tp hồ chí minh,B,1,6100.0,8.716207971151853
81.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,44.0,14.0,4.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,186.0,Đã bàn giao,400.0,Chung cư,3.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận thanh khê,đà nẵng,B,1,2950.0,7.989899374942939
52.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,13.0,4.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,186.0,Đã bàn giao,400.0,Chung cư,3.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 9,tp hồ chí minh,B,1,1870.0,7.534228326274089
100.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,20.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,300.0,Đã bàn giao,400.0,Chung cư,3.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận cái răng,cần thơ,B,1,5850.0,8.674367865788236
88.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,8.0,11.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,300.0,Đã bàn giao,400.0,Chung cư,3.0,2.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện nhà bè,tp hồ chí minh,B,1,2500.0,7.824445930877619
92.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,85.0,10.5,1.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,92.0,Đã bàn giao,83.0,Chung cư,1.0,19.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận thủ đức,tp hồ chí minh,D,1,2450.0,7.804251383528112
170.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,55.0,27.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,92.0,Đã bàn giao,83.0,Chung cư,1.0,19.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện long điền,bà rịa - vũng tàu,D,1,1800.0,7.496097345175956
57.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,12.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,92.0,Đã bàn giao,83.0,Chung cư,1.0,19.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận thanh xuân,hà nội,D,1,7700.0,8.94910546953925
80.0,Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,16.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,92.0,Đã bàn giao,83.0,Chung cư,1.0,19.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện cần giuộc,long an,SÀI GÒN VILLAGE,1,1450.0,7.280008252884188
80.0,Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,16.0,2.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,92.0,Chưa bàn giao,60.0,"Căn hộ dịch vụ, mini",1.0,19.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,thành phố thủ dầu một,bình dương,SÀI GÒN VILLAGE,1,300.0,5.707110264748875
72.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,6.0,2.0,3.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,72.0,Chưa bàn giao,60.0,"Căn hộ dịch vụ, mini",2.0,19.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 12,tp hồ chí minh,SÀI GÒN VILLAGE,1,1390.0,7.237778191923443
100.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,20.0,3.0,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,200.0,Chưa bàn giao,60.0,"Căn hộ dịch vụ, mini",2.0,19.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,thị xã dĩ an,bình dương,SÀI GÒN VILLAGE,1,4100.0,8.31898612539206
100.0,Tây Nam,Đang chờ sổ,Hẻm xe hơi,Đất thổ cư,5.0,20.0,3.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,200.0,Đã bàn giao,112.0,Chung cư,2.0,19.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận tân phú,tp hồ chí minh,SÀI GÒN VILLAGE,1,4150.0,8.33110454805304
100.0,Tây Nam,Đang chờ sổ,Hẻm xe hơi,Đất thổ cư,5.0,20.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,200.0,Đã bàn giao,51.0,Chung cư,2.0,19.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,quận 2,tp hồ chí minh,Không thuộc project/block,1,2680.0,7.893945138235959
70.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.05,17.5,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,190.0,Đã bàn giao,51.0,Chung cư,2.0,19.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,quận thủ đức,tp hồ chí minh,Không thuộc project/block,1,7000.0,8.853808274977197
