Diện tích đất:,Hướng cửa chính:,Giấy tờ pháp lý:,Đặc điểm nhà/đất:,Loại hình đất:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng vệ sinh:,Loại hình nhà ở:,Tình trạng nội thất:,Diện tích sử dụng:,Tình trạng bất động sản:,Diện tích:,Loại hình căn hộ:,Tổng số tầng:,Tầng số:,Hướng ban công:,Đặc điểm căn hộ:,Loại hình văn phòng:,district,city,Phân khu/Lô/Block/Tháp,has_floor_number,Price (trieu VND),log_price
56.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,11.0,3.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,100.0,Đã bàn giao,70.0,Chung cư,2.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,thị xã thuận an,bình dương,"A,B",1,1780.0,7.484930283289661
100.0,Đông Bắc,Đã có sổ,Mặt tiền,Đất công nghiệp,7.0,17.0,3.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,100.0,Đã bàn giao,70.0,Chung cư,2.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện nhà bè,tp hồ chí minh,"A,B",1,450.0,6.111467339502679
85.0,Đông Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,17.0,3.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,100.0,Đã bàn giao,70.0,Chung cư,2.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận cái răng,cần thơ,"A,B",1,2650.0,7.8826922062890254
100.0,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,20.0,3.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,100.0,Đã bàn giao,70.0,Chung cư,2.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,thị xã bến cát,bình dương,"A,B",1,750.0,6.621405651764134
64.0,Nam,Đã có sổ,Hẻm xe hơi,Đất nền dự án,5.0,20.0,3.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,100.0,Đã bàn giao,70.0,Chung cư,2.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện đức hòa,long an,"A,B",1,600.0,6.398594934535208
140.0,Bắc,Đã có sổ,Nở hậu,Đất thổ cư,16.0,37.0,2.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,32.0,Đã bàn giao,70.0,Chung cư,2.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện bàu bàng,bình dương,"A,B",1,480.0,6.175867270105761
45.0,Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,11.0,2.0,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,45.0,Đã bàn giao,70.0,Chung cư,2.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận tân bình,tp hồ chí minh,"A,B",1,1850.0,7.523481312573497
143.0,Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,33.0,2.0,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,45.0,Đã bàn giao,70.0,Chung cư,2.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện đức hòa,long an,"A,B",1,20.0,3.044522437723423
55.0,Tây,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,9.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,75.0,Đã bàn giao,70.0,Chung cư,2.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận gò vấp,tp hồ chí minh,"A,B",1,3350.0,8.11701408773731
70.0,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,4.0,17.0,4.0,5.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,215.0,Đã bàn giao,70.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận thủ đức,tp hồ chí minh,"A,B",1,6730.0,8.814479000010714
80.0,Đông Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,16.0,4.0,5.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,215.0,Đã bàn giao,70.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,thị xã thuận an,bình dương,"A,B",1,2450.0,7.804251383528112
60.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,16.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,215.0,Đã bàn giao,70.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận gò vấp,tp hồ chí minh,"A,B",1,5500.0,8.612685172875459
89.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,18.0,8.0,6.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,205.0,Đã bàn giao,70.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận tân bình,tp hồ chí minh,"A,B",1,13000.0,9.472781556562168
100.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,18.0,5.0,6.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,205.0,Đã bàn giao,70.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận cẩm lệ,đà nẵng,"A,B",1,2550.0,7.844240718141811
100.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,5.0,20.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,100.0,Đã bàn giao,70.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,thị xã bến cát,bình dương,"A,B",1,1250.0,7.1316985104669115
100.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,5.0,20.0,6.0,5.0,Nhà phố liền kề,Hoàn thiện cơ bản,400.0,Đã bàn giao,70.0,Chung cư,4.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận gò vấp,tp hồ chí minh,"A,B",1,15800.0,9.6678285081515
110.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,5.0,25.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,200.0,Đã bàn giao,70.0,Chung cư,4.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện hóc môn,tp hồ chí minh,"A,B",1,5150.0,8.546946149565585
56.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,4.0,14.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,240.0,Đã bàn giao,70.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận bình tân,tp hồ chí minh,"A,B",1,3400.0,8.131824785007195
180.0,Đông Bắc,Đã có sổ,Nở hậu,Đất nông nghiệp,6.0,30.0,5.0,6.0,Nhà biệt thự,Nội thất cao cấp,360.0,Đã bàn giao,70.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện hóc môn,tp hồ chí minh,"A,B",1,3980.0,8.289288323000317
32.0,Đông Bắc,Đã có sổ,Nở hậu,Đất nông nghiệp,6.0,30.0,2.0,2.0,Nhà phố liền kề,Nội thất đầy đủ,360.0,Đã bàn giao,70.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện đức hòa,long an,"A,B",1,660.0,6.493753839851686
113.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,5.0,23.0,1.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,113.0,Đã bàn giao,70.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện đức hòa,long an,"A,B",1,1299.0,7.170119543449628
183.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,31.0,1.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,113.0,Đã bàn giao,70.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,thành phố bảo lộc,lâm đồng,"A,B",1,850.0,6.7464121285733745
88.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,18.0,1.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,113.0,Đã bàn giao,70.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 9,tp hồ chí minh,"A,B",1,5200.0,8.556606193773073
88.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,18.0,2.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,113.0,Đã bàn giao,63.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,thành phố biên hòa,đồng nai,"A,B",1,1370.0,7.223295679562314
200.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,40.0,2.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,113.0,Đã bàn giao,63.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện đại lộc,quảng nam,"A,B",1,570.0,6.3473892096560105
40.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,10.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Đã bàn giao,63.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận thủ đức,tp hồ chí minh,"A,B",1,817.0,6.706862336602747
61.0,Tây Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,14.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,61.0,Đã bàn giao,63.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 12,tp hồ chí minh,"A,B",1,3600.0,8.188966863648876
51.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.12,9.8,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,61.0,Đã bàn giao,63.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 12,tp hồ chí minh,"A,B",1,2250.0,7.719129840906732
100.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,20.0,4.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,200.0,Đã bàn giao,63.0,Chung cư,3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện bình chánh,tp hồ chí minh,"A,B",1,1000.0,6.90875477931522
40.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,10.0,2.0,2.0,Nhà phố liền kề,Nội thất đầy đủ,40.0,Đã bàn giao,63.0,Chung cư,1.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện bình chánh,tp hồ chí minh,"A,B",1,400.0,5.993961427306569
105.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,21.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,104.0,Đã bàn giao,63.0,Chung cư,1.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 12,tp hồ chí minh,"A,B",1,3850.0,8.25608813381491
65.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,13.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,104.0,Đã bàn giao,63.0,Chung cư,1.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 9,tp hồ chí minh,"A,B",1,911.0,6.815639990074331
112.0,Tây Nam,Đã có sổ,Mặt tiền,Đất thổ cư,4.5,25.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,104.0,Đã bàn giao,63.0,Chung cư,1.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện châu thành,long an,"A,B",1,420.0,6.042632833682381
117.0,Đông,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,25.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,104.0,Đã bàn giao,63.0,Chung cư,1.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận sơn trà,đà nẵng,"A,B",1,8600.0,9.059633754551479
40.0,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,10.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Đã bàn giao,63.0,Chung cư,1.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 3,tp hồ chí minh,"A,B",1,1850.0,7.523481312573497
75.0,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,18.6,4.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,208.0,Đã bàn giao,63.0,Chung cư,1.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận tân bình,tp hồ chí minh,"A,B",1,6750.0,8.81744592104187
60.0,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,12.0,4.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,208.0,Đã bàn giao,63.0,Chung cư,1.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 9,tp hồ chí minh,"A,B",1,986.0,6.894670039433482
135.0,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,30.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,208.0,Đã bàn giao,63.0,Chung cư,1.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận bình tân,tp hồ chí minh,"A,B",1,4500.0,8.412054873292933
64.0,Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,16.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,208.0,Đã bàn giao,63.0,Chung cư,1.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận tân phú,tp hồ chí minh,"A,B",1,5300.0,8.575650760987806
50.0,Bắc,Đã có sổ,Hẻm xe hơi,Đất nền dự án,4.0,16.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,208.0,Đã bàn giao,63.0,Chung cư,1.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận hà đông,hà nội,"A,B",1,4200.0,8.343077871169383
100.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất nền dự án,4.0,25.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,250.0,Đã bàn giao,63.0,Chung cư,1.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận long biên,hà nội,"A,B",1,8300.0,9.024131268455035
52.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,13.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,250.0,Đã bàn giao,63.0,Chung cư,1.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận thủ đức,tp hồ chí minh,"A,B",1,617.0,6.42648845745769
56.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,14.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,225.0,Đã bàn giao,63.0,Chung cư,2.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận bình tân,tp hồ chí minh,"A,B",1,4200.0,8.343077871169383
200.0,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,10.0,20.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,160.0,Đã bàn giao,63.0,Chung cư,2.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,thị xã bến cát,bình dương,"A,B",1,670.0,6.508769136971682
100.0,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,25.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,150.0,Đã bàn giao,63.0,Chung cư,2.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 12,tp hồ chí minh,"A,B",1,5700.0,8.648396877031582
37.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,25.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,74.0,Đã bàn giao,63.0,Chung cư,1.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận gò vấp,tp hồ chí minh,"A,B",1,3490.0,8.157943507105037
40.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,10.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,200.0,Đã bàn giao,63.0,Chung cư,5.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận nam từ liêm,hà nội,"A,B",1,3800.0,8.24301946898925
140.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,28.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,200.0,Đã bàn giao,63.0,Chung cư,5.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện đức hòa,long an,"A,B",1,890.0,6.792344427470809
85.0,Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,28.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,200.0,Đã bàn giao,63.0,Chung cư,5.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện trảng bom,đồng nai,"A,B",1,650.0,6.478509642208569
110.0,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,28.0,3.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,200.0,Đã bàn giao,63.0,Chung cư,5.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,thành phố sóc trăng,sóc trăng,"A,B",1,1250.0,7.1316985104669115
115.0,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,24.0,3.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,200.0,Đã bàn giao,63.0,Chung cư,5.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận cái răng,cần thơ,"A,B",1,1250.0,7.1316985104669115
115.0,Tây Bắc,Đang chờ sổ,Hẻm xe hơi,Đất thổ cư,5.0,24.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,200.0,Đã bàn giao,54.0,Chung cư,5.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 9,tp hồ chí minh,"A,B",1,1800.0,7.496097345175956
115.0,Bắc,Đang chờ sổ,Hẻm xe hơi,Đất thổ cư,5.0,24.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,200.0,Chưa bàn giao,64.0,"Căn hộ dịch vụ, mini",5.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận bình tân,tp hồ chí minh,"A,B",1,1900.0,7.550135342488429
52.0,Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,13.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,200.0,Chưa bàn giao,64.0,"Căn hộ dịch vụ, mini",3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện nhà bè,tp hồ chí minh,"A,B",1,4250.0,8.35490952835879
60.0,Bắc,Đã có sổ,Nở hậu,Đất thổ cư,4.3,14.0,5.0,5.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,220.0,Chưa bàn giao,64.0,"Căn hộ dịch vụ, mini",4.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận bình tân,tp hồ chí minh,"A,B",1,3350.0,8.11701408773731
30.0,Bắc,Đã có sổ,Nở hậu,Đất thổ cư,4.3,14.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,30.0,Chưa bàn giao,64.0,"Căn hộ dịch vụ, mini",4.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận đống đa,hà nội,"A,B",1,4000.0,8.294299608857235
62.0,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,6.58,9.1,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Chưa bàn giao,64.0,"Căn hộ dịch vụ, mini",4.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận thủ đức,tp hồ chí minh,"A,B",1,5300.0,8.575650760987806
280.0,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,7.0,40.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Chưa bàn giao,64.0,"Căn hộ dịch vụ, mini",4.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện củ chi,tp hồ chí minh,"A,B",1,3800.0,8.24301946898925
84.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,7.0,12.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Chưa bàn giao,64.0,"Căn hộ dịch vụ, mini",3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 7,tp hồ chí minh,"A,B",1,5600.0,8.630700432209832
84.0,Đông Bắc,Giấy tờ khác,Hẻm xe hơi,Đất thổ cư,7.0,12.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Chưa bàn giao,43.0,"Căn hộ dịch vụ, mini",3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận tân phú,tp hồ chí minh,"A,B",1,990.0,6.898714534329988
72.0,Đông Bắc,Giấy tờ khác,Hẻm xe hơi,Đất thổ cư,4.0,18.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,144.0,Chưa bàn giao,43.0,"Căn hộ dịch vụ, mini",3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận tân phú,tp hồ chí minh,"A,B",1,6300.0,8.748463629942055
95.0,Tây Nam,Đã có sổ,Mặt tiền,Đất nền dự án,5.0,19.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,144.0,Chưa bàn giao,43.0,"Căn hộ dịch vụ, mini",3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận ngũ hành sơn,đà nẵng,"A,B",1,3500.0,8.160803920954665
178.0,Tây,Đã có sổ,Nở hậu,Đất thổ cư,26.0,81.0,5.0,1.0,Nhà phố liền kề,Nội thất cao cấp,144.0,Chưa bàn giao,43.0,"Căn hộ dịch vụ, mini",3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện gia lâm,hà nội,"A,B",1,16500.0,9.711176264112805
68.0,Tây,Đã có sổ,Nở hậu,Đất thổ cư,4.0,16.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,136.0,Chưa bàn giao,43.0,"Căn hộ dịch vụ, mini",3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận phú nhuận,tp hồ chí minh,"A,B",1,10000.0,9.210440366976517
100.0,Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,20.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,136.0,Chưa bàn giao,43.0,"Căn hộ dịch vụ, mini",3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện cần giuộc,long an,"A,B",1,1780.0,7.484930283289661
68.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,17.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,134.0,Chưa bàn giao,43.0,"Căn hộ dịch vụ, mini",3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,thị xã dĩ an,bình dương,"A,B",1,2750.0,7.919719760924575
206.0,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,6.0,35.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,134.0,Chưa bàn giao,43.0,"Căn hộ dịch vụ, mini",3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận thủ đức,tp hồ chí minh,"A,B",1,528.0,6.270988431858299
60.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.2,14.5,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,160.0,Chưa bàn giao,43.0,"Căn hộ dịch vụ, mini",3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,thành phố nha trang,khánh hòa,"A,B",1,9200.0,9.127067452782361
100.0,Đông Nam,Đã có sổ,Mặt tiền,Đất nền dự án,5.0,20.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,160.0,Chưa bàn giao,43.0,"Căn hộ dịch vụ, mini",3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,huyện bàu bàng,bình dương,"A,B",1,650.0,6.478509642208569
250.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,10.0,25.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,160.0,Chưa bàn giao,43.0,"Căn hộ dịch vụ, mini",3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,thành phố đồng xoài,bình phước,"A,B",1,580.0,6.364750756851911
100.0,Đông Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,20.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,160.0,Chưa bàn giao,43.0,"Căn hộ dịch vụ, mini",3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận sơn trà,đà nẵng,"A,B",1,14500.0,9.581972891547895
46.0,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,12.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,70.0,Chưa bàn giao,43.0,"Căn hộ dịch vụ, mini",3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận tân phú,tp hồ chí minh,"A,B",1,4000.0,8.294299608857235
56.0,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,14.0,4.0,5.0,"Nhà ngõ, hẻm",Nội thất cao cấp,140.0,Chưa bàn giao,43.0,"Căn hộ dịch vụ, mini",3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 12,tp hồ chí minh,"A,B",1,4450.0,8.400884069015854
72.0,Đông Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,4.0,18.0,3.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,160.0,Chưa bàn giao,43.0,"Căn hộ dịch vụ, mini",3.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 12,tp hồ chí minh,"A,B",1,5550.0,8.621733370690162
30.0,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,6.0,2.0,1.0,Nhà phố liền kề,Hoàn thiện cơ bản,30.0,Chưa bàn giao,43.0,"Căn hộ dịch vụ, mini",1.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận 12,tp hồ chí minh,"A,B",1,1280.0,7.155396301896734
240.0,Tây,Đã có sổ,Nở hậu,Đất thổ cư,10.0,24.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,240.0,Chưa bàn giao,43.0,"Căn hộ dịch vụ, mini",1.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận thủ đức,tp hồ chí minh,"A,B",1,12500.0,9.433563920090563
240.0,Tây,Đã có sổ,Nở hậu,Đất thổ cư,10.0,24.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,240.0,Chưa bàn giao,56.0,Chung cư,1.0,18.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,quận thủ đức,tp hồ chí minh,"A,B",1,25.0,3.258096538021482
